"SYMBOL"	"LocusTag"	"description"	"LENGTH_AA"	"PROTEIN_REFSEQ"	"UNIPROT"	"PI"	"link_UNIPROT"	"link_NCBI"	"MW"	"new_Gene"	"SVM_prediction"	"Shift"	"High_significant_fractions"	"Low_significant_fractions"	"Cluster"	"Cluster_confidence"
"rplJ"	"PCC7120DELTA_RS28060"	"50S ribosomal protein L10"	181	"WP_010999426.1"	"Q8YLJ6"	"5.71"	"https://www.uniprot.org/uniprotkb/Q8YLJ6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999426.1/"	"19.44"	"rplJ(alr5302)"	"TRUE"	"TRUE"	18	"NA"	6	"95.52"
"rplK"	"PCC7120DELTA_RS28050"	"50S ribosomal protein L11"	141	"WP_010999424.1"	"Q8YLJ8"	"9.68"	"https://www.uniprot.org/uniprotkb/Q8YLJ8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999424.1/"	"14.99"	"rplK(alr5300)"	"TRUE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"rplL"	"PCC7120DELTA_RS28065"	"50S ribosomal protein L7/L12"	130	"WP_010999427.1"	"Q8YLJ5"	"4.71"	"https://www.uniprot.org/uniprotkb/Q8YLJ5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999427.1/"	"13.46"	"rplL(alr5303)"	"FALSE"	"TRUE"	18	"NA"	4	"99.99"
"rplM"	"PCC7120DELTA_RS22665"	"50S ribosomal protein L13"	151	"WP_010998327.1"	"Q8YPK6"	"10.1"	"https://www.uniprot.org/uniprotkb/Q8YPK6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998327.1/"	"17.03"	"rplM(all4188)"	"TRUE"	"FALSE"	"NA"	"NA"	19	100
"rplN"	"PCC7120DELTA_RS22745"	"50S ribosomal protein L14"	122	"WP_010998343.1"	"Q8YPI9"	"10.16"	"https://www.uniprot.org/uniprotkb/Q8YPI9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998343.1/"	"13.46"	"rplN(all4205)"	"TRUE"	"TRUE"	"7 18"	"3 4 5 6 8"	19	"99.38"
"rplO"	"PCC7120DELTA_RS22710"	"50S ribosomal protein L15"	148	"WP_010998336.1"	"Q8YPJ6"	"11.2"	"https://www.uniprot.org/uniprotkb/Q8YPJ6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998336.1/"	"15.47"	"rplO(all4198)"	"TRUE"	"FALSE"	"NA"	"NA"	19	100
"rplQ"	"PCC7120DELTA_RS22675"	"50S ribosomal protein L17"	116	"WP_010998329.1"	"Q8YPK4"	"11.37"	"https://www.uniprot.org/uniprotkb/Q8YPK4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998329.1/"	"13.27"	"rplQ(all4190)"	"FALSE"	"TRUE"	"1_2 3 18"	"NA"	19	100
"rplR"	"PCC7120DELTA_RS22720"	"50S ribosomal protein L18"	120	"WP_010998338.1"	"Q8YPJ4"	"10.15"	"https://www.uniprot.org/uniprotkb/Q8YPJ4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998338.1/"	"13.28"	"rplR(all4200)"	"TRUE"	"TRUE"	"8 18"	"NA"	19	100
"rplS"	"PCC7120DELTA_RS28030"	"50S ribosomal protein L19"	120	"WP_044522592.1"	"Q8YLK1"	"10.94"	"https://www.uniprot.org/uniprotkb/Q8YLK1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522592.1/"	"13.88"	"rplS(alr5297)"	"TRUE"	"TRUE"	18	"NA"	19	100
"rplT"	"PCC7120DELTA_RS18865"	"50S ribosomal protein L20"	118	"WP_010997578.1"	"Q8YRL8"	"12.02"	"https://www.uniprot.org/uniprotkb/Q8YRL8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997578.1/"	"13.51"	"rplT(alr3428)"	"TRUE"	"FALSE"	"NA"	"NA"	19	100
"rplV"	"PCC7120DELTA_RS22770"	"50S ribosomal protein L22"	119	"WP_010998348.1"	"Q8YPI4"	"10.16"	"https://www.uniprot.org/uniprotkb/Q8YPI4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998348.1/"	"13.27"	"rplV(all4210)"	"TRUE"	"FALSE"	"NA"	"NA"	19	100
"rplW"	"PCC7120DELTA_RS22785"	"50S ribosomal protein L23"	104	"WP_010998351.1"	"Q8YPI1"	"10.32"	"https://www.uniprot.org/uniprotkb/Q8YPI1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998351.1/"	"11.95"	"rplW(all4213)"	"TRUE"	"FALSE"	"NA"	"NA"	19	100
"rplX"	"PCC7120DELTA_RS22740"	"50S ribosomal protein L24"	117	"WP_010998342.1"	"Q8YPJ0"	"10.12"	"https://www.uniprot.org/uniprotkb/Q8YPJ0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998342.1/"	"16.26"	"rplX(asl4204)"	"TRUE"	"TRUE"	"10 12"	"NA"	19	100
"rplY"	"PCC7120DELTA_RS25525"	"50S ribosomal protein L25"	99	"WP_010998915.1"	"Q8YMY9"	"9.79"	"https://www.uniprot.org/uniprotkb/Q8YMY9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998915.1/"	"10.87"	"rplY(alr4785)"	"TRUE"	"TRUE"	18	"NA"	7	"92.65"
"rpmA"	"PCC7120DELTA_RS02690"	"50S ribosomal protein L27"	92	"WP_010994323.1"	"Q8Z0F1"	"11.05"	"https://www.uniprot.org/uniprotkb/Q8Z0F1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994323.1/"	"9.67"	"rpmA(asl0146)"	"TRUE"	"TRUE"	18	"NA"	19	100
"rpmB"	"PCC7120DELTA_RS14945"	"50S ribosomal protein L28"	78	"WP_010996786.1"	"Q8YTT3"	"11.11"	"https://www.uniprot.org/uniprotkb/Q8YTT3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996786.1/"	"9.02"	"rpmB(asl2630)"	"TRUE"	"TRUE"	18	"NA"	19	100
"rpmC"	"PCC7120DELTA_RS22755"	"50S ribosomal protein L29"	74	"WP_010998345.1"	"Q8YPI7"	"10.25"	"https://www.uniprot.org/uniprotkb/Q8YPI7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998345.1/"	"8.65"	"rpmC(asl4207)"	"FALSE"	"TRUE"	18	"NA"	19	100
"rpmG"	"PCC7120DELTA_RS31205"	"50S ribosomal protein L33"	64	"WP_010998585.1"	"Q8YNV9"	"10.2"	"https://www.uniprot.org/uniprotkb/Q8YNV9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998585.1/"	"7.42"	"rpmG(asl4452)"	"FALSE"	"TRUE"	18	"NA"	"NA"	"NA"
"rpmI"	"PCC7120DELTA_RS18860"	"50S ribosomal protein L35"	65	"WP_010997577.1"	"Q8YRL9"	"11.36"	"https://www.uniprot.org/uniprotkb/Q8YRL9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997577.1/"	"7.7"	"rpmI(asr3427)"	"TRUE"	"TRUE"	"8 9 10 16 18"	"NA"	19	100
"rpmJ"	"PCC7120DELTA_RS31165"	"50S ribosomal protein L36"	37	"WP_010998333.1"	"Q8YPK0"	"11.41"	"https://www.uniprot.org/uniprotkb/Q8YPK0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998333.1/"	"4.35"	"rpmJ(as4194)"	"TRUE"	"TRUE"	18	"NA"	19	"99.77"
"rpoA"	"PCC7120DELTA_RS22680"	"DNA-directed RNA polymerase subunit alpha"	315	"WP_010998330.1"	"Q8YPK3"	"4.82"	"https://www.uniprot.org/uniprotkb/Q8YPK3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998330.1/"	"35.07"	"rpoA(all4191)"	"FALSE"	"TRUE"	9	"NA"	7	"99.98"
"rpoB"	"PCC7120DELTA_RS09780"	"DNA-directed RNA polymerase subunit beta"	1117	"WP_044521002.1"	"P22703"	"5.43"	"https://www.uniprot.org/uniprotkb/P22703/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521002.1/"	"126.53"	"rpoB(alr1594)"	"TRUE"	"FALSE"	"NA"	"NA"	17	100
"rpoC1"	"PCC7120DELTA_RS09785"	"DNA-directed RNA polymerase subunit gamma"	625	"WP_010995764.1"	"P22704"	"8.02"	"https://www.uniprot.org/uniprotkb/P22704/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995764.1/"	"70.56"	"rpoC1(alr1595)"	"FALSE"	"FALSE"	"NA"	"NA"	17	100
"rpoC2"	"PCC7120DELTA_RS09790"	"DNA-directed RNA polymerase subunit beta'"	1355	"WP_044521003.1"	"P22705"	"4.81"	"https://www.uniprot.org/uniprotkb/P22705/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521003.1/"	"147.58"	"rpoC2(alr1596)"	"TRUE"	"FALSE"	"NA"	"NA"	17	100
"rpoZ"	"PCC7120DELTA_RS24865"	"DNA-directed RNA polymerase subunit omega"	78	"WP_010998779.1"	"Q8YNB9"	"6.59"	"https://www.uniprot.org/uniprotkb/Q8YNB9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998779.1/"	"9.13"	"rpoZ(asr4648)"	"FALSE"	"TRUE"	"3 9"	"NA"	"NA"	"NA"
"rps1_1"	"PCC7120DELTA_RS07245"	"S1 RNA-binding domain-containing protein"	305	"WP_010995252.1"	"Q8YXX8"	"5.79"	"https://www.uniprot.org/uniprotkb/Q8YXX8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995252.1/"	"33.72"	"rps1_1(alr1078)"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"rps1_2"	"PCC7120DELTA_RS02640"	"30S ribosomal protein S1"	343	"WP_010994313.1"	"Q8Z0G0"	"4.67"	"https://www.uniprot.org/uniprotkb/Q8Z0G0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994313.1/"	"38.36"	"rps1_2(all0136)"	"TRUE"	"TRUE"	"4 14 15 16"	3	18	"99.98"
"rpsB"	"PCC7120DELTA_RS25560"	"30S ribosomal protein S2"	265	"WP_010998922.1"	"Q8YMY2"	5	"https://www.uniprot.org/uniprotkb/Q8YMY2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998922.1/"	"30.23"	"rpsB(all4792)"	"FALSE"	"TRUE"	"14 15 16 17"	"NA"	18	100
"rpsC"	"PCC7120DELTA_RS22765"	"30S ribosomal protein S3"	260	"WP_010998347.1"	"Q8YPI5"	"10.44"	"https://www.uniprot.org/uniprotkb/Q8YPI5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998347.1/"	"29.87"	"rpsC(all4209)"	"TRUE"	"TRUE"	"14 15 16 17"	"NA"	18	100
"rpsD"	"PCC7120DELTA_RS15465"	"30S ribosomal protein S4"	202	"WP_010996890.1"	"Q8YTI0"	"10.82"	"https://www.uniprot.org/uniprotkb/Q8YTI0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996890.1/"	"23.25"	"rpsD(alr2737)"	"TRUE"	"TRUE"	"14 15 16 17"	"NA"	18	100
"rpsE"	"PCC7120DELTA_RS22715"	"30S ribosomal protein S5"	174	"WP_010998337.1"	"Q8YPJ5"	"10.88"	"https://www.uniprot.org/uniprotkb/Q8YPJ5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998337.1/"	"18.26"	"rpsE(all4199)"	"TRUE"	"TRUE"	"14 15 16 17"	"NA"	18	100
"rpsF"	"PCC7120DELTA_RS25610"	"30S ribosomal protein S6"	108	"WP_010998932.1"	"Q8YMX2"	"6.34"	"https://www.uniprot.org/uniprotkb/Q8YMX2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998932.1/"	"12.56"	"rpsF(all4802)"	"TRUE"	"TRUE"	"11 12 13 14 15 16"	"NA"	"NA"	"NA"
"rpsG"	"PCC7120DELTA_RS23375"	"30S ribosomal protein S7"	156	"WP_010998477.1"	"Q8YP61"	"11.34"	"https://www.uniprot.org/uniprotkb/Q8YP61/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998477.1/"	"17.86"	"rpsG(all4339)"	"TRUE"	"TRUE"	"7 14 15 16 17 18 19"	"NA"	18	100
"rpsH"	"PCC7120DELTA_RS22730"	"30S ribosomal protein S8"	133	"WP_010998340.1"	"Q8YPJ2"	"10.13"	"https://www.uniprot.org/uniprotkb/Q8YPJ2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998340.1/"	"14.78"	"rpsH(all4202)"	"TRUE"	"TRUE"	"1_2 14 15 16 17"	3	18	100
"rpsI"	"PCC7120DELTA_RS22660"	"30S ribosomal protein S9"	138	"WP_010998326.1"	"Q8YPK7"	10	"https://www.uniprot.org/uniprotkb/Q8YPK7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998326.1/"	"15.15"	"rpsI(all4187)"	"TRUE"	"TRUE"	"14 15 16"	"NA"	18	100
"rpsJ"	"PCC7120DELTA_RS23360"	"30S ribosomal protein S10"	105	"WP_010998474.1"	"Q8YP64"	"9.69"	"https://www.uniprot.org/uniprotkb/Q8YP64/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998474.1/"	"12.11"	"rpsJ(all4336)"	"TRUE"	"TRUE"	"13 14 15 16 17"	3	18	100
"rpsK"	"PCC7120DELTA_RS22685"	"30S ribosomal protein S11"	131	"WP_010998331.1"	"Q8YPK2"	"11.19"	"https://www.uniprot.org/uniprotkb/Q8YPK2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998331.1/"	"13.96"	"rpsK(all4192)"	"TRUE"	"TRUE"	"12 14 15 16 17"	"6 8"	18	100
"rpsL"	"PCC7120DELTA_RS23380"	"30S ribosomal protein S12"	127	"WP_006196398.1"	"Q8YP60"	"11.19"	"https://www.uniprot.org/uniprotkb/Q8YP60/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_006196398.1/"	"14.36"	"rpsL(all4340)"	"TRUE"	"TRUE"	"10 14 15 16 17"	"NA"	18	100
"rpsM"	"PCC7120DELTA_RS22690"	"30S ribosomal protein S13"	126	"WP_010998332.1"	"Q8YPK1"	"11.17"	"https://www.uniprot.org/uniprotkb/Q8YPK1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998332.1/"	"14.08"	"rpsM(all4193)"	"TRUE"	"TRUE"	"14 15 16 17"	"NA"	18	100
"rpsN"	"PCC7120DELTA_RS21555"	"30S ribosomal protein S14"	100	"WP_010998110.1"	"Q8YQ66"	"10.54"	"https://www.uniprot.org/uniprotkb/Q8YQ66/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998110.1/"	"11.94"	"rpsN(all3969)"	"TRUE"	"TRUE"	"14 15 16 17"	"NA"	18	100
"rpsO"	"PCC7120DELTA_RS05625"	"30S ribosomal protein S15"	89	"WP_010994923.1"	"Q8YYU7"	"10.47"	"https://www.uniprot.org/uniprotkb/Q8YYU7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994923.1/"	"10.29"	"rpsO(asl0749)"	"TRUE"	"TRUE"	"1_2 11 12 14 15 16"	"NA"	18	"99.98"
"rpsP"	"PCC7120DELTA_RS11545"	"30S ribosomal protein S16"	86	"WP_010996117.1"	"Q8YVM2"	"10.72"	"https://www.uniprot.org/uniprotkb/Q8YVM2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996117.1/"	10	"rpsP(asr1953)"	"TRUE"	"TRUE"	"14 15 16"	"NA"	18	100
"rpsQ"	"PCC7120DELTA_RS22750"	"30S ribosomal protein S17"	81	"WP_010998344.1"	"Q8YPI8"	"10.24"	"https://www.uniprot.org/uniprotkb/Q8YPI8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998344.1/"	"9.36"	"rpsQ(asl4206)"	"TRUE"	"TRUE"	"1_2 8 14 15 16 17"	"NA"	18	100
"rpsR"	"PCC7120DELTA_RS23915"	"30S ribosomal protein S18"	71	"WP_010998584.1"	"Q8YNW0"	"10.71"	"https://www.uniprot.org/uniprotkb/Q8YNW0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998584.1/"	"8.28"	"rpsR(asl4451)"	"TRUE"	"TRUE"	"13 14 15 16"	"NA"	18	100
"rpsS"	"PCC7120DELTA_RS22775"	"30S ribosomal protein S19"	92	"WP_010998349.1"	"Q8YPI3"	"10.59"	"https://www.uniprot.org/uniprotkb/Q8YPI3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998349.1/"	"10.34"	"rpsS(asl4211)"	"TRUE"	"TRUE"	"7 13 14 15 16 17"	"6 8"	18	100
"rpsT"	"PCC7120DELTA_RS09765"	"30S ribosomal protein S20"	97	"WP_010995761.1"	"Q8YWL3"	"10.95"	"https://www.uniprot.org/uniprotkb/Q8YWL3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995761.1/"	"10.81"	"rpsT(asr1592)"	"TRUE"	"TRUE"	"15 16"	"NA"	18	100
"rpsU1"	"PCC7120DELTA_RS05590"	"30S ribosomal protein S21"	62	"WP_010994916.1"	"P0A4B7"	"11.28"	"https://www.uniprot.org/uniprotkb/P0A4B7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994916.1/"	"7.53"	"rpsU1(asr0742)"	"FALSE"	"TRUE"	"12 13 14 15 16 17"	"NA"	18	100
"rseP"	"PCC7120DELTA_RS21565"	"RIP metalloprotease RseP"	364	"WP_010998112.1"	"Q8YQ64"	"5.99"	"https://www.uniprot.org/uniprotkb/Q8YQ64/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998112.1/"	"38.61"	"rseP(all3971)"	"FALSE"	"FALSE"	"NA"	"NA"	10	"99.77"
"rsfS"	"PCC7120DELTA_RS22570"	"Ribosome silencing factor"	152	"WP_010998308.1"	"Q8YPM4"	"4.87"	"https://www.uniprot.org/uniprotkb/Q8YPM4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998308.1/"	"17.1"	"rsfS(alr4169)"	"FALSE"	"TRUE"	13	"NA"	4	100
"rsmA"	"PCC7120DELTA_RS17915"	"16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA"	271	"WP_010997380.1"	"Q8YS62"	"9.26"	"https://www.uniprot.org/uniprotkb/Q8YS62/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997380.1/"	"30.25"	"rsmA(alr3229)"	"TRUE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"rsmG"	"PCC7120DELTA_RS17660"	"16S rRNA (guanine(527)-N(7))-methyltransferase RsmG"	245	"WP_010997333.1"	"Q8YSA7"	"5.47"	"https://www.uniprot.org/uniprotkb/Q8YSA7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997333.1/"	"27.11"	"rsmG(alr3182)"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.98"
"rsmI"	"PCC7120DELTA_RS25025"	"16S rRNA (cytidine(1402)-2\\'-O)-methyltransferase"	285	"WP_010998811.1"	"Q8YN88"	"6.16"	"https://www.uniprot.org/uniprotkb/Q8YN88/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998811.1/"	"31.77"	"rsmI(all4680)"	"FALSE"	"FALSE"	"NA"	"NA"	6	100
"ruvA"	"PCC7120DELTA_RS03800"	"Holliday junction branch migration protein RuvA"	213	"WP_010994551.1"	"Q8YZT2"	"5.46"	"https://www.uniprot.org/uniprotkb/Q8YZT2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994551.1/"	"23.16"	"ruvA(all0375)"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.98"
"ruvB"	"PCC7120DELTA_RS16235"	"Holliday junction branch migration DNA helicase RuvB"	366	"WP_010997045.1"	"Q8YT32"	"8.35"	"https://www.uniprot.org/uniprotkb/Q8YT32/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010997045.1/"	"40.6"	"ruvB(all2894)"	"TRUE"	"TRUE"	"1_2 12 13"	"NA"	"NA"	"NA"
"sat"	"PCC7120DELTA_RS27245"	"Sulfate adenylyltransferase"	392	"WP_010999264.1"	"Q8YM04"	"6.02"	"https://www.uniprot.org/uniprotkb/Q8YM04/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999264.1/"	"38.92"	"sat(all5138)"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"sbcC"	"PCC7120DELTA_RS21650"	"SMC family ATPase"	1008	"WP_010998128.1"	"Q8YQ48"	"5.85"	"https://www.uniprot.org/uniprotkb/Q8YQ48/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998128.1/"	"116.57"	"sbcC(alr3988)"	"FALSE"	"FALSE"	"NA"	"NA"	11	"97.45"
"sbcD"	"PCC7120DELTA_RS23970"	"Exonuclease SbcCD subunit D"	413	"WP_010998596.1"	"Q8YNU8"	"5.31"	"https://www.uniprot.org/uniprotkb/Q8YNU8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998596.1/"	"45.61"	"sbcD(all4463)"	"FALSE"	"FALSE"	"NA"	"NA"	5	"99.97"
"sbpA"	"PCC7120DELTA_RS03550"	"Sulfate ABC transporter substrate-binding protein"	381	"WP_010994498.1"	"Q8YZY2"	"6.99"	"https://www.uniprot.org/uniprotkb/Q8YZY2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994498.1/"	"41.81"	"sbpA(all0322)"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.72"
"sbtA"	"PCC7120DELTA_RS12510"	"Sodium-dependent bicarbonate transport family permease"	370	"WP_010996292.1"	"Q8YV47"	"8.79"	"https://www.uniprot.org/uniprotkb/Q8YV47/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996292.1/"	"39.23"	"sbtA(all2134)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"sbtB"	"PCC7120DELTA_RS12505"	"Hypothetical protein"	110	"WP_010996291.1"	"Q8YV48"	"5.32"	"https://www.uniprot.org/uniprotkb/Q8YV48/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996291.1/"	"11.89"	"sbtB(all2133)"	"TRUE"	"FALSE"	"NA"	"NA"	6	"95.09"
"schT"	"PCC7120DELTA_RS03910"	"TonB-dependent siderophore receptor"	849	"WP_044520605.1"	"Q8YZR0"	"4.79"	"https://www.uniprot.org/uniprotkb/Q8YZR0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520605.1/"	"94.33"	"schT(alr0397)"	"FALSE"	"FALSE"	"NA"	"NA"	14	100
"scpB"	"PCC7120DELTA_RS27390"	"SMC-Scp complex subunit ScpB"	198	"WP_010999290.1"	"Q8YLY0"	"4.53"	"https://www.uniprot.org/uniprotkb/Q8YLY0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999290.1/"	"22.05"	"scpB(all5166)"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.36"
"sds"	"PCC7120DELTA_RS02455"	"Solanesyl diphosphate synthase"	323	"WP_010994273.1"	"Q8Z0J7"	"5.28"	"https://www.uniprot.org/uniprotkb/Q8Z0J7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994273.1/"	"35.49"	"sds(alr0096)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"secA"	"PCC7120DELTA_RS25865"	"Preprotein translocase subunit seca"	930	"WP_010998979.1"	"Q8YMS8"	"5.04"	"https://www.uniprot.org/uniprotkb/Q8YMS8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998979.1/"	"106.13"	"secA(alr4851)"	"TRUE"	"FALSE"	"NA"	"NA"	13	"99.77"
"secD"	"PCC7120DELTA_RS02565"	"Protein translocase subunit SecD"	474	"WP_010994298.1"	"Q8Z0H5"	"5.8"	"https://www.uniprot.org/uniprotkb/Q8Z0H5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994298.1/"	"50.45"	"secD(all0121)"	"FALSE"	"FALSE"	"NA"	"NA"	13	"99.9"
"secE"	"PCC7120DELTA_RS28040"	"Preprotein translocase subunit sece"	73	"WP_010999422.1"	"Q8YLK0"	"5.26"	"https://www.uniprot.org/uniprotkb/Q8YLK0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010999422.1/"	"8.13"	"secE(asr5298)"	"FALSE"	"FALSE"	"NA"	"NA"	9	"97.82"
"secF"	"PCC7120DELTA_RS02560"	"Protein translocase subunit SecF"	325	"WP_010994297.1"	"Q8Z0H6"	"4.99"	"https://www.uniprot.org/uniprotkb/Q8Z0H6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994297.1/"	"36.03"	"secF(all0120)"	"FALSE"	"FALSE"	"NA"	"NA"	13	100
"secG"	"PCC7120DELTA_RS22630"	"Preprotein translocase subunit secg"	77	"WP_010998320.1"	"Q8YPL3"	"9.7"	"https://www.uniprot.org/uniprotkb/Q8YPL3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998320.1/"	8	"secG(asl4181)"	"FALSE"	"TRUE"	"NA"	"4 6"	12	"95.68"
"secY"	"PCC7120DELTA_RS22705"	"Preprotein translocase subunit secy"	437	"WP_010998335.1"	"Q8YPJ7"	"10.23"	"https://www.uniprot.org/uniprotkb/Q8YPJ7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998335.1/"	"47.06"	"secY(all4197)"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.99"
"sepF"	"PCC7120DELTA_RS04370"	"Cell division protein SepF"	198	"WP_010994663.1"	"Q8YZH3"	"4.56"	"https://www.uniprot.org/uniprotkb/Q8YZH3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994663.1/"	"21.91"	"sepF(alr0487)"	"FALSE"	"FALSE"	"NA"	"NA"	7	100
"sepI"	"PCC7120DELTA_RS18555"	"Hypothetical protein"	515	"WP_190449575.1"	"Q8YRS9"	"4.41"	"https://www.uniprot.org/uniprotkb/Q8YRS9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_190449575.1/"	"58.59"	"sepI(alr3364)"	"FALSE"	"FALSE"	"NA"	"NA"	8	"96.38"
"sepJ"	"PCC7120DELTA_RS13525"	"Septal junction formation protein SepJ"	751	"WP_010996494.1"	"Q8YUK6"	"8.39"	"https://www.uniprot.org/uniprotkb/Q8YUK6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996494.1/"	"81.39"	"sepJ(alr2338)"	"FALSE"	"FALSE"	"NA"	"NA"	10	"99.94"
"sepN"	"PCC7120DELTA_RS22275"	"Hypothetical protein"	235	"WP_010998248.1"	"Q8YPT2"	"8.94"	"https://www.uniprot.org/uniprotkb/Q8YPT2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998248.1/"	"26.66"	"sepN(all4109)"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"sepT"	"PCC7120DELTA_RS14125"	"Hypothetical protein"	426	"WP_010996616.1"	"Q8YU94"	"5.12"	"https://www.uniprot.org/uniprotkb/Q8YU94/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996616.1/"	"49.19"	"sepT(all2460)"	"FALSE"	"FALSE"	"NA"	"NA"	11	"99.95"
"serA"	"PCC7120DELTA_RS11240"	"Phosphoglycerate dehydrogenase"	526	"WP_010996054.1"	"Q8YVT4"	"5.78"	"https://www.uniprot.org/uniprotkb/Q8YVT4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010996054.1/"	"55.84"	"serA(alr1890)"	"FALSE"	"FALSE"	"NA"	"NA"	9	"96.26"
