"Gene"	"Protein.ID"	"Protein.Description"	"SVM"	"n_ctrl"	"n_rnase"	"n_hits"	"hits"	"n_candidates"	"candidates"	"n_hits_plus_candidates"	"FC_fraction01_2"	"FC_fraction03"	"FC_fraction04"	"FC_fraction05"	"FC_fraction06"	"FC_fraction07"	"FC_fraction08"	"FC_fraction09"	"FC_fraction10"	"FC_fraction11"	"FC_fraction12"	"FC_fraction13"	"FC_fraction14"	"FC_fraction15"	"FC_fraction16"	"FC_fraction17"	"FC_fraction18"	"FC_fraction19"	"p_fraction01_2"	"p_fraction03"	"p_fraction04"	"p_fraction05"	"p_fraction06"	"p_fraction07"	"p_fraction08"	"p_fraction09"	"p_fraction10"	"p_fraction11"	"p_fraction12"	"p_fraction13"	"p_fraction14"	"p_fraction15"	"p_fraction16"	"p_fraction17"	"p_fraction18"	"p_fraction19"
"dnaJ"	"Q8YUA5"	"Chaperone protein DnaJ "	0,6787875775	3	3	0		0		0	0,1564182301	0,1711194022	0,3276192728	0,3352594156	-0,240578796	-0,5173779848	-0,5133663599	-0,5007898732	-0,340439587	-0,2656459854	-0,3594224305	-0,1962679252	-0,4037756752	-0,1186137075	-0,0750861226	-0,2658353594	0,020062837	-0,0699472755	0,9192098197	0,9202739405	0,8877556486	0,5373922802	0,8651044748	0,6036506483	0,5061613135	0,7727114945	0,8780429952	0,9592926543	0,9443019737	0,9348563561	0,9336648057	0,9804089279	0,9747096683	0,9723593113	0,961189743	0,9516907686
"ftsH4"	"Q8YMJ7"	"ATP-dependent zinc metalloprotease FtsH "	0,6793869482	3	3	0		0		0	-0,5788535269	-0,0623218082	0,1175457257	-0,0839570011	-0,1171706449	0,0191826446	-0,1239730658	-0,2075057246	-0,3649335852	-0,4847149553	-0,3940210195	-0,6848160741	-0,3016254922	0,1320560675	0,3346457133	0,2433485409	0,5688409882	0,4342925046	0,5359680009	0,9485812713	0,9032001626	0,9587749789	0,9414058223	0,9768599904	0,914085583	0,9350067474	0,8716985455	0,9083066865	0,9272767737	0,7375228938	0,9558646009	0,9793060831	0,9467749647	0,971294575	0,7886996695	0,9001744736
"uvrB"	"Q8YXS9"	"UvrABC system protein B "	0,6879486365	3	3	0		0		0	-0,5907415004	0,3526636529	0,1538256488	-0,0856395275	-0,1264132824	-0,1183417599	-0,1173008294	-0,4834463792	-0,1084709927	-0,1423190782	-0,281549633	-0,2770435036	-0,1825486961	-0,0977932575	-0,1504082761	-0,0799663232	-0,0344702773	-0,0564892811	0,7679762432	0,7534091851	0,8674410236	0,9590132321	0,933123004	0,9649351545	0,9167746659	0,8935779338	0,9504593982	0,9730128268	0,9487458091	0,9238834672	0,9683116	0,9817315797	0,9712620805	0,9823400743	0,9599649303	0,9537523189
"gyrB"	"Q8YLN3"	"DNA gyrase subunit B "	0,6889078446	3	3	0		0		0	0,0772537685	0,2147142347	0,116407869	0,0093160135	-0,0202027926	-0,0921889281	-0,0774094215	-0,0250906912	-0,2374021293	0,1471995226	-0,1011024306	-0,6308961293	-0,6513661393	-0,4496015489	-0,2619744639	-0,3012076783	0,0031550812	-0,0957953062	0,942055207	0,8779065185	0,8865860651	0,9728471337	0,9665313552	0,9697244919	0,928262431	0,9610530211	0,9278922675	0,9717917608	0,9671268142	0,7540214804	0,852785116	0,9410262348	0,9589095955	0,9666731571	0,9625294645	0,9478460821
"alr2309"	"Q8YUN0"	"Alr2309 protein "	0,6922398929	3	3	0		0		0	-0,2787972923	-0,0753624238	0,0672958397	0,0303592532	0,142290148	0,0088184788	-0,1060186673	0,2205116581	0,0358806714	-0,5919897235	-0,1517438685	-0,3096737415	-0,2590108591	-0,0587193588	0,0941489855	0,0622320621	0,0802651805	0,1125964219	0,8860892493	0,946593378	0,9403905825	0,9703130204	0,9342292722	0,9777047461	0,9222642217	0,9400060481	0,9583134754	0,8985595369	0,9650184921	0,9180311627	0,9583255306	0,9828131812	0,9735805325	0,9830033576	0,955328971	0,944229351
"aspS"	"Q8YUB6"	"Aspartate--tRNA(Asp/Asn) ligase "	0,6949474719	3	3	0		0		0	-0,3619094157	-0,3107312624	0,0616854311	0,2015469181	-0,1741336893	-0,0706986231	0,0150486572	0,1213997666	-0,1300124367	-0,095598072	-0,2419906087	-0,4469243524	-0,414856786	-0,4967027238	-0,5792225953	0,017472657	-0,3727480487	-0,3146703905	0,8323801612	0,7738955634	0,9527581369	0,9389749258	0,9311914984	0,9743512773	0,9406531958	0,9516306543	0,9459669204	0,9756978087	0,9566738479	0,8939218878	0,9513990487	0,9551797601	0,8953054764	0,984663697	0,9167404727	0,925668912
"alr1963"	"Q8YVL2"	"Endopeptidase Clp ATP-binding chain "	0,7288389079	3	3	0		0		0	0,0238402874	-0,0579662278	0,1007646003	-0,0376800938	-0,1040833215	-0,0697005138	0,1039932342	0,1458757875	-0,0824190124	0,1058857815	0,0921309004	-0,0212345393	-0,1509199356	-0,0002855847	-0,3877183335	0,0550667617	-0,0316946287	-0,1020385945	0,9502446507	0,9503156846	0,936862338	0,9685227338	0,9534641914	0,9722964273	0,9228809923	0,9479372764	0,9531859347	0,9759218081	0,9686457886	0,9580330102	0,973386332	0,9847832913	0,9526673548	0,9834254314	0,960218959	0,9475943681
"groEL"	"Q8YQZ8"	"Chaperonin GroEL 1 "	0,7452912257	3	3	0		0		0	-0,1788718747	-0,0227582769	-0,1109805594	0,1666737444	0,4221993211	0,3270872172	0,3587051152	0,368491496	0,2366402906	0,3003652501	0,2411224751	0,2493888837	0,013083463	0,1858386258	0,0820945695	-0,3416399356	-0,1361725117	-0,4863125092	0,9096977568	0,9583615854	0,9043821085	0,9339103261	0,819943028	0,8908768234	0,7505755196	0,8744606018	0,918182976	0,9531067555	0,9538916383	0,9320460109	0,9778443932	0,9784210469	0,9745606116	0,9679704884	0,9508098229	0,801457304
"uvrA"	"Q8YQV0"	"UvrABC system protein A "	0,7484382891	3	3	0		0		0	0,305712351	0,1462504902	-0,0348669051	-0,2395363807	0,0386898297	0,4758274845	0,6447590505	-0,200129833	0,1737774862	-0,1716222484	-0,5373412083	-0,5605994419	-0,1741391975	-0,1385515743	-0,2398442994	-0,3574164297	-0,0358918334	-0,0165202606	0,8942430537	0,9453540241	0,9536357472	0,8454083674	0,964136722	0,8400859454	0,4866194487	0,9369970363	0,9382630757	0,9709409855	0,882816384	0,7931972729	0,9674452568	0,9787071963	0,9593099087	0,9567283421	0,9595384033	0,9583959919
"nusA"	"Q8YQJ4"	"Transcription termination/antitermination protein NusA "	0,7560203058	3	3	0		0		0	0,21611254	-0,0139976604	-0,0308269811	0,0248252242	-0,0362791945	-0,1014129171	-0,0912368661	-0,0571618296	0,0146560558	0,5012225988	-0,0182957667	-0,2248148677	0,0288104641	-0,1470487778	-0,1697111325	-0,0588775703	0,0230109946	0,3169089072	0,9024298354	0,9588628183	0,9558897626	0,9710475896	0,964708188	0,9706164151	0,9268744838	0,9589405507	0,9598985794	0,9367013695	0,9724683565	0,932924396	0,9771296783	0,9785389215	0,9683471264	0,9832121427	0,960787306	0,8696119418
"clpX"	"Q8YQX7"	"ATP-dependent Clp protease ATP-binding subunit ClpX "	0,7575877584	3	3	0		0		0	-0,027828365	-0,035538679	-0,0917998193	-0,0225247566	0,144021658	0,3126573106	0,3981938619	0,2021549852	0,1471104574	0,0467087471	-0,0899975427	-0,6032826924	-0,6340520066	-0,4461645616	-0,3700189556	-0,1672815351	0,1505257105	0,2086559369	0,9495655365	0,955348586	0,923961071	0,9713902165	0,9217017243	0,920245206	0,8009510067	0,9473589033	0,9477740894	0,9776857401	0,9673030081	0,7420939386	0,8394607109	0,9468778929	0,9398074848	0,9774602009	0,9493263446	0,9252955269
"prfA"	"Q8YPK9"	"Peptide chain release factor 1 "	0,7740756772	3	3	0		0		0	0,1494537918	-0,1482135711	-0,1475161644	0,0088214181	0,1984214721	0,2619989289	0,5203818171	0,3141317219	0,7154788862	0,8519362366	0,5555398121	0,7099639516	0,5657937229	0,6256255305	0,5347717991	0,4361116822	0,6099713268	0,6554200683	0,9278778873	0,9078992013	0,8400467862	0,9729256023	0,879817014	0,920691515	0,4625036561	0,9111472039	0,4658376373	0,4518996826	0,8769786636	0,647141997	0,8885439352	0,8910517519	0,9005123861	0,9393547637	0,719163352	0,5249361947
"pheS"	"Q8YMT4"	"Phenylalanine--tRNA ligase alpha subunit "	0,7799026429	3	3	0		0		0	0,4614498755	-0,3262157098	-0,2674005079	0,0381977017	1,0917973012	-0,2901338803	-0,4178427197	-0,4503914294	0,0387050821	0,0186885134	-0,0112904661	0,2830432918	-0,2943835994	0,0684927876	-0,0492329738	-0,0930941676	0,1862757894	-0,0237895587	0,789850298	0,6371452931	0,3089532803	0,9716889797	0,6568148727	0,9150501695	0,8289548522	0,8616357357	0,9579440852	0,9788835617	0,9727823924	0,9181834606	0,9518495442	0,9825569431	0,9763664919	0,9825017656	0,9440334109	0,9579974433
"secA"	"Q8YMS8"	"Protein translocase subunit SecA "	0,7824001946	3	3	0		0		0	-0,8061864205	-0,1760042862	-0,1238254465	0,1403900471	0,0759417231	-0,0271957592	-0,0283487918	-0,18690951	-0,0847605797	-0,2726715519	-0,0679587109	0,0391117951	-0,3121639505	-0,0796402108	-0,1342153662	-0,0754276754	0,0183031287	0,0283946173	0,3262246676	0,9005704052	0,939719098	0,939430426	0,9582699116	0,9764609302	0,9382049677	0,9376325565	0,951976926	0,9591080276	0,9690481992	0,9563818545	0,951712059	0,9820378299	0,9712225915	0,982278262	0,9612565661	0,95702631
"sigE"	"Q9KHE5"	"Group 2 sigma 70-type sigma factor E "	0,8263775476	3	3	0		0		0	-0,066579318	-0,5466893232	-0,4529718247	0,1407523137	0,3216740446	0,1491381332	-0,0377992676	-0,1390731163	0,3211548642	0,382648293	0,369400681	0,3345666177	0,4539330162	0,2314766955	0,1859109731	-0,052940675	-0,0419167337	0,2228898631	0,9447213651	0,7505316617	0,6019036504	0,9363033948	0,7535652252	0,9634084696	0,9371695085	0,9544054577	0,8910105642	0,9426715169	0,9330434852	0,9082902689	0,9316368828	0,9761339541	0,9664429552	0,9835503754	0,9599162689	0,9247345885
"all3872"	"Q8YQF9"	"All3872 protein "	0,8284311039	3	3	0		0		0	0,2234912286	0,0841452898	-0,0757348495	-0,0425798853	-0,0573094974	-0,0851746505	0,1319463936	0,3309470573	0,2528108555	0,0973536754	0,1413672222	0,159096335	0,3351647603	0,5388266776	0,2345860957	-0,0330351722	0,0529457514	-0,3011359327	0,8909211767	0,9406921604	0,9296616055	0,9678324413	0,9583975476	0,9698236978	0,9130198402	0,9091978472	0,9303652113	0,9758157528	0,9653159372	0,9447030347	0,9560201702	0,9337326204	0,961313481	0,9842064113	0,9591326984	0,9139595877
"rpoC2"	"P22705"	"DNA-directed RNA polymerase subunit beta' "	0,8340607122	3	3	0		0		0	-0,046788077	-0,304779017	-0,2946787988	-0,2375667503	-0,1766823459	0,1028908018	0,788736894	1,0988988833	0,3080126132	0,1565490054	0,0611369126	-0,024481844	-0,2121272799	0,0578477372	-0,14101548	-0,5741628066	-0,2329069627	-0,5047009806	0,9469702515	0,7934183323	0,8873959934	0,914963429	0,9026642374	0,9679526317	0,1646707715	0,0609477435	0,8949164284	0,9701915349	0,9697966165	0,9575237841	0,9642045216	0,9826983414	0,9700468171	0,8931721821	0,9307522587	0,640331077
"alr0489"	"Q8YZH1"	"Alr0489 protein "	0,8378328153	3	3	0		0		0	-0,0429266562	-0,1322102553	0,3463970174	0,2261193423	-0,2202347135	-0,3615335567	-0,3224869905	-0,4978385698	-0,2340769827	-0,0032534942	-0,0336437942	-0,199844632	-0,2186776552	-0,0241130061	-0,0944731639	-0,2061746481	-0,0321919508	-0,0644097894	0,9469468796	0,9439493686	0,5351621329	0,9166741412	0,8998391848	0,8521495696	0,848549986	0,8104422008	0,9237539597	0,9795803795	0,9714611471	0,9351709538	0,9634655745	0,9839818103	0,973269442	0,9750001682	0,9599186527	0,9521718473
"infA"	"Q8YPJ9"	"Translation initiation factor IF-1 "	0,8626726122	3	3	0		0		0	0,0797237481	-0,3781570724	0,2817471913	0,1810003986	0,1043927053	0,1408203094	0,3339730002	0,1014300926	0,2121672496	0,6762084485	0,4893138429	0,4819018793	0,7843556048	0,4911927304	0,1525395408	0,3189447145	0,2710672032	0,4888652966	0,9408217309	0,9192692914	0,411030903	0,9629458208	0,9669772853	0,9754829884	0,9138423732	0,9592839034	0,9483026335	0,9299401601	0,9295628351	0,8781821211	0,8902810337	0,969222821	0,9738822228	0,9761464535	0,9394983958	0,9233472297
"gyrA"	"Q8YZL6"	"DNA topoisomerase (ATP-hydrolyzing) "	0,8701183502	3	3	0		0		0	-0,4711092864	-0,5283662829	-0,5018311842	0,0452313574	0,3938731778	0,4540623156	0,884633579	0,242054687	-0,0510345796	0,0770512528	0,0779624271	-0,5051773944	-0,0288473617	-0,0831277184	-0,1456358713	-0,5557421491	-0,2913289968	-0,3844080267	0,6893669541	0,2947327528	0,0065009824	0,9669244554	0,7871714204	0,8842379766	0,3211466209	0,9250475874	0,9577061334	0,9763680239	0,9685893593	0,8125026688	0,97711062	0,9816085161	0,970669572	0,9369279184	0,9143499312	0,8125614699
"ureB"	"Q8YQZ2"	"Urease subunit beta "	0,8704218806	3	3	0		0		0	0,0234601451	-0,0521941876	0,1521200961	0,1910784935	0,2548414037	0,6731526943	-0,00839613	-0,6406945528	-0,1573331685	-0,0095869785	-0,0790074976	0,1807519234	-0,1022980647	0,097348342	0,0338053576	0,0097861448	-0,2342431125	0,0747808159	0,9499238791	0,9570097984	0,9221318438	0,8951685733	0,9200022533	0,7396658891	0,9413875536	0,6313397146	0,9416740585	0,9792869934	0,9690811153	0,9406271186	0,9735795198	0,9811523608	0,9770573258	0,9847180838	0,9410950063	0,9542167605
"rplT"	"Q8YRL8"	"50S ribosomal protein L20 "	0,8743759616	3	3	0		0		0	1,1001017738	0,1468455555	-0,1899300149	0,0070063017	0,4402146953	0,1463612198	-0,465652129	-0,4728352953	-1,103982771	-0,5683284303	-0,3541617969	-0,7115857376	-0,9025792593	-0,6050554703	-0,2204877178	-0,315555866	1,461052282	-0,1218140885	0,3701810565	0,9545137227	0,952854816	0,9737859658	0,8988592233	0,9720842173	0,7818870971	0,8825049687	0,4952128627	0,8929941757	0,9401876474	0,7189316921	0,7693844465	0,8922607975	0,9663231888	0,9627472015	0,1130831127	0,947311973
"sufR"	"Q8YU63"	"All2491 protein "	0,8990395867	3	3	0		0		0	-0,1673286483	-0,2260275751	-0,3084583429	0,2872148421	0,6665681701	0,5817768277	0,5016527509	0,6332169035	1,0774768355	0,8109244566	0,6023299995	0,7006870692	0,2252406936	0,2248856445	1,2029692235	0,9864846532	0,5998478164	0,4438605883	0,9144162714	0,9062856208	0,7772611153	0,9333392539	0,9005862471	0,9291744648	0,7329755115	0,8510506053	0,8336158023	0,804276424	0,8595676334	0,9102915144	0,965775698	0,9786599202	0,5793448735	0,930014849	0,8331185443	0,8706596982
"alr7506"	"Q8ZSK4"	"Alr7506 protein "	0,979162868	2	2	0		0		0	0,4411279682	-0,2754727284	-0,0855160867	0,0743182696	0,3735115076	0,5143161302	0,0479817156	0,8998279447	-0,4025919723	-0,3230911716	0,1848260017		0,4728766591	0,3980007739	-0,3000506628	-0,3609435569		0,4365116177	0,7999111424	0,8622125666	0,9303806649	0,9657290476	0,6118421501	0,7361884027	0,9359272109	0,4206869914	0,8931948727	0,9655037208	0,9630150702		0,9450719419	0,9714107618	0,9693123335	0,9653076226		0,9036147195
"groEL2"	"Q8YVS8"	"Chaperonin GroEL 2 "	0,9875377	3	3	0		0		0	-0,1313700663	0,1830451255	0,0057529643	-0,0655576579	0,2793534954	0,1367095904	0,1304574724	-0,1120675109	-0,2473610666	-0,005015911	0,0518851018	0,154275541	-0,0302226258	0,1279390248	0,0179732011	-0,3281493371	-0,1260112456	-0,5261306099	0,9269703753	0,9259294877	0,9605021154	0,9671420756	0,9309620501	0,9670405227	0,9139228735	0,9508260562	0,9196572356	0,9795104421	0,9705878389	0,9454969386	0,9771396961	0,9808650294	0,9777935247	0,9698267499	0,9518263757	0,7356807125
"alr1954"	"WP_044521138.1"	"KH domain-containing protein "	0,9941641579	3	3	0		0		0	0,4069625196	0,0355260782	-0,0558864181	-0,1491738481	0,0404331884	0,2007546857	0,0812100783	0,0756792979	0,2591009117	0,4983996498	0,0795957789	-0,1151903482	-0,318660429	-0,5841366981	-0,2200828651	0,0685201323	0,159778371	0,2868375911	0,7676414439	0,9575463027	0,9506378242	0,9552460554	0,9654226402	0,9553189685	0,9275433133	0,9571225636	0,9344902389	0,9421232386	0,9704661419	0,9530411916	0,9635110016	0,9719921382	0,9703305698	0,983557002	0,9487256035	0,8925716459
"alaS"	"Q8YUD4"	"Alanine--tRNA ligase "	0,9995898051	3	3	0		0		0	-0,3253753227	-0,2378447084	0,1977870027	0,153159053	-0,1479318271	-0,2502457062	-0,4139842806	-0,3097638227	-0,4029827826	-0,4321991651	-0,4403056325	-0,45967451	-0,2458776726	-0,4194725126	-0,2993473154	-0,3518397833	-0,6349498809	-0,4870167654	0,8248828376	0,8588916671	0,8765154504	0,9289865105	0,9365998091	0,9344151379	0,6990302875	0,9022232226	0,863212419	0,9200545793	0,9051961354	0,848542187	0,9597155487	0,9568315102	0,9530056441	0,9574035134	0,6752066563	0,7074056026
"alr3416"	"Q8YRM8"	"Alr3416 protein "	0,999624153	3	3	0		0		0	-0,5340077915	-0,017522158	0,0194315895	-0,1757724719	0,1238868889	0,4630304117	0,3839392254	0,01172556	-0,1068216571	-0,4234061533	-0,0394589242	-0,2734696317	0,0694682181	0,0393327881	-0,1324550634	-0,1466482927	-0,1165383326	-0,0581223471	0,6613279059	0,9584716043	0,9568454067	0,9376293602	0,941662169	0,8380377904	0,7730744303	0,9625966852	0,9528236411	0,9672332952	0,9717938414	0,9402948793	0,9753739683	0,9841416931	0,9740407858	0,9818888272	0,9538514501	0,9563587259
"rbpC"	"Q44555"	"RNA-binding protein "	0,9997443059	3	3	0		0		0	0,0320353345	-0,1342751713	0,3438555032	0,1400952776	-0,04399324	-0,2917626728	-0,3331276934	-0,3564896788	-0,5421872629	-0,3457888588	-0,3562627135	-0,2359346398	-0,0325337774	-0,5130689685	-0,1594114386	0,5799670462	-0,3907724898	0,9311631842	0,9495120909	0,9334619251	0,5996591132	0,946541355	0,9633125021	0,9252625261	0,7885256451	0,8792624521	0,8126514487	0,9555764421	0,9454377227	0,9363115842	0,9768932762	0,9680483831	0,9684093432	0,9531795135	0,9168764	0,3119065845
"rlmN"	"Q8YZV0"	"Probable dual-specificity RNA methyltransferase RlmN "	0,9997686139	2	2	0		0		0	0,7384176906	-0,1000273123	-0,1080740598	-0,0507745834	0,0488769176	-0,0723621496	0,30619661	0,3208676024	0,5973610841	0,1711887794	0,6543476573	0,2432507486	0,134450514	-0,1723635726	0,0802107158	-0,2944328868	-0,0250842047	-0,2493285032	0,2531413862	0,9401650105	0,9158693084	0,9678810703	0,9626731071	0,9727916177	0,8423439287	0,9115582845	0,7192053862	0,9715351398	0,8175278041	0,9337792704	0,9718402986	0,9784226892	0,9753294801	0,9700572331	0,9608671284	0,9168375059
"all2318"	"Q8YUM2"	"All2318 protein "	0,9998150118	2	2	0		0		0	-0,4097034375	0,0289853187	0,1768623517	0,3051097141	0,0905521443	0,0228469689	0,6121957008	0,6486832835	-0,2137060081	-0,632386772	-2,2771397155	-2,8127704901	-2,2882149868	-1,829716894	-2,2494561462	0,0541710594	-1,0802972456	-0,5969407599	0,8241612164	0,9575553868	0,8969542214	0,8232083907	0,9647209877	0,9777287858	0,4501013273	0,7916275323	0,9366969643	0,9289286797	0,6688820551	0,51433672	0,6806316472	0,8961883342	0,7522902338	0,9837066648	0,6259100066	0,8888627159
"alr4542"	"Q8YNM2"	"tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ "	0,999818443	3	3	0		0		0	0,1633505706	0,445113134	-0,0205850027	-0,3035283161	-0,0541885743	-0,0895208728	0,350898693	0,4605921566	-0,0382133626	0,2504542495	0,3793731305	0,4804605658	0,3730771583	0,0962400097	-0,2688896528	0,4003776432	-0,0183834606	0,1778967461	0,9260971473	0,6159333043	0,9572234513	0,6902352695	0,9606725799	0,9708502463	0,8686393402	0,892809308	0,9591152055	0,9692326513	0,9501530678	0,9075866895	0,9649520256	0,9825306008	0,969419207	0,9714150235	0,9615390528	0,946150835
"rsmA"	"Q8YS62"	"Ribosomal RNA small subunit methyltransferase A "	0,9999647321	2	2	0		0		0	0,078557993	-0,1786153095	0,2495416468	-0,1836912898	-0,0286373709	-0,6710324852	-0,6112013822	-0,3185192565	-0,0738084429	-0,2383523408	-0,4114605041	-0,3014156349	-0,5949997979	0,6466866771	1,2734151045	0,1987850589	0,5571101711	-0,163818449	0,9418830864	0,920616272	0,9057914473	0,926552069	0,967826317	0,3500467093	0,4700877687	0,9294464137	0,9555824258	0,9643696247	0,9235016111	0,9363737184	0,9295575793	0,9342589633	0,5805235072	0,9778055403	0,8635392387	0,9453467418
"pheT"	"Q8YMH5"	"Phenylalanine--tRNA ligase beta subunit "	0,9999984085	3	3	0		0		0	-0,1629504783	-0,061985521	-0,165299686	0,7983462376	0,9660550183	-0,3845685137	-0,3761310928	-0,1108854619	0,1350508295	-0,3264289899	-0,0614293111	0,3366194814	0,3360001309	0,5826148511	0,153821673	0,5301985603	-0,2021983701	0,0261842257	0,9328684743	0,9537929547	0,9224070857	0,4245336136	0,7770382221	0,829783988	0,8249049757	0,9536530755	0,9483582845	0,9698708511	0,9699643267	0,9092300943	0,9472339159	0,9599362713	0,9685902574	0,9459566591	0,9540261818	0,959067599
"all3989"	"Q8YQ47"	"PolyA polymerase "	1,0002977934	2	2	0		0		0	0,3329896984	0,2149035057	0,568399034	0,497979745	0,0820953259	-0,1610048343	-0,3598815021	-0,2427035448	-0,5413654981	-0,223532462	-0,1535823283	-0,1949040142	-0,3427874436	-0,3251498233	-0,536448574	-0,5625062724	-0,1790478248	-0,6432902971	0,8548232422	0,9360063122	0,8426474979	0,6925959766	0,9566797769	0,9635503299	0,8395133931	0,9314501508	0,8194259195	0,9656992534	0,9647103282	0,9394232715	0,9517754694	0,9737773898	0,9323336147	0,9375056652	0,9464865184	0,7960946488
"rplV"	"Q8YPI4"	"50S ribosomal protein L22 "	1,0003099097	3	3	0		0		0	-0,3248066102	-0,5899754623	0,0324052302	0,1032628726	0,7072176635	1,0734980793	0,8797527903	0,8836445357	0,5396585661	0,4816081649	0,1768128827	0,1281747867	0,0671646156	0,05221934	-0,2306903236	-0,3928338982	0,8502660534	-0,2674962982	0,9025385221	0,1580456527	0,9591830555	0,9692470532	0,878412186	0,6148332365	0,4464393177	0,5070067972	0,8738550137	0,9400833081	0,9630865855	0,9459547445	0,9753921673	0,9831541695	0,963963082	0,9506063512	0,4987053125	0,9228224818
"mreB"	"WP_044520478.1"	"rod shape-determining protein "	1,0169937495	3	3	0		0		0	0,1720037228	0,1605857721	-0,0802003576	-0,1036741792	-0,0072013397	0,1396521104	0,0286372574	-0,0229685354	-0,0318071768	0,2283438899	-0,0382797177	0,0894672217	-0,1160648551	0,0359602135	-0,0639148567	0,1032344412	0,2887778938	0,2172889773	0,9132108007	0,918646164	0,9238057298	0,9518861965	0,9686178553	0,9606473004	0,9379651611	0,9614393016	0,958495111	0,9677637412	0,9715503299	0,9517352251	0,9728734666	0,9836822471	0,975555542	0,9810199928	0,9132778774	0,9189375088
"cobQ"	"WP_044521345.1"	"cobyric acid synthase CobQ "	1,0248044724	3	3	0		0		0	-0,091110837	0,139864556	0,1206898198	-0,02233286	-0,0771233044	-0,1525686239	-0,2433069412	-0,2084199706	-0,0899135067	-0,1314333814	-0,1240665266	-0,1625694159	-0,0004720388	-0,2418832935	-0,1521244461	-0,1494321841	0,1367982282	-0,0247673894	0,9371677781	0,9232911121	0,8902049458	0,9712143821	0,9547624078	0,9662840367	0,8789428893	0,9373215736	0,9511020628	0,9715522317	0,9642566973	0,9409049846	0,9783333177	0,9712625107	0,9690660819	0,9788096207	0,9477275665	0,9572706161
"sigA"	"P26683"	"RNA polymerase sigma factor SigA "	1,0316181427	3	3	0		0		0	-0,0657695031	0,0920796556	0,1631052274	-0,1776317941	-0,4050945031	-0,1308673769	0,1968131638	0,3815002922	0,0416389671	-0,019131393	-0,0178735771	0,0576875169	0,0613718773	0,4915946572	0,3927241286	-0,6107396258	-0,155252918	-0,261912859	0,9423058465	0,9494015981	0,9423408012	0,9647718154	0,9333272887	0,9711477254	0,8916097247	0,9308041962	0,9569706119	0,9788542269	0,9724247346	0,9545512461	0,9754267777	0,9360145211	0,9262927743	0,8804214503	0,9470483743	0,9008293639
"crhB"	"Q8YXJ0"	"ATP-dependent RNA helicase "	1,0386606521	3	3	0		0		0	-0,0411745714	-0,1238181092	-0,0284337093	-0,1651397234	0,0894310141	0,0879680004	0,0956756497	0,3753114536	0,4383482672	0,7066808494	0,2113361091	-0,2561683248	-0,1863501021	-0,5317793683	0,089817287	0,1970134172	0,5236280762	0,4216616301	0,9468903026	0,9332648162	0,9527688583	0,9249573926	0,9556268497	0,9696982199	0,92251971	0,8812042162	0,8212628255	0,6685317068	0,9546236137	0,9263088272	0,9658825697	0,927019951	0,97402496	0,9752347174	0,7812335554	0,7899845967
"hypF"	"Q8YYZ7"	"Carbamoyltransferase "	1,0404913018	1	1	0		0		0	0,780219735	0,4240485585	0,0413813599	-0,364007725	-0,2365068835	-0,3817746983	0,0983038778	0,3301237894	1,2363140767	1,5605129979	-0,2308331503	0,1104501011	-0,1770695281	-0,0228470173	0,7039222528	1,1439146809	0,1965817719	-0,1009906016	0,4298422588	0,7533259831	0,9540445155	0,8260821201	0,9192312373	0,9248307727	0,9295217271	0,9275277801	0,2335323379	0,140622737	0,9609438261	0,952260091	0,9714533664	0,9842996418	0,8992490682	0,7249785756	0,9474837048	0,9520024141
"rbpE"	"Q9WX37"	"Putative RNA-binding protein RbpE "	1,0416304267	3	3	0		0		0	0,1799137573	-0,121482472	0,0335705108	0,1183029182	0,1391595028	-0,0834506582	-0,3562286273	0,1102777389	0,652844877	0,5066697567	0,5527116136	0,7602893347	0,6625809791	0,9611071481	0,2027518774	0,6255198375	0,5214143617	0,3267896162	0,9204638515	0,9254749624	0,9536344887	0,9605236002	0,9512273203	0,9746118046	0,8621197796	0,9562784139	0,8851152402	0,9597903193	0,9427582774	0,8631645908	0,9425067181	0,9633402928	0,9742238822	0,9718359591	0,9163049223	0,9446442179
"ylqF"	"Q8YYV1"	"Ribosome biogenesis GTPase A "	1,0570625097	1	1	0		0		0	0,2501850341	0,2031309208	0,0257411505	0,3073171363	0,0931700309	0,1223958105	0,0364151036	0,1575035742	0,4133798662	0,5133683005	-0,2803753428	0,0984428471	-0,6212742173	-0,4242728699	-0,086768609	-0,9298503071	-0,2161026947	-0,3146390016	0,9112206271	0,919630021	0,9573361526	0,8808949645	0,9581896311	0,9703711591	0,9384325423	0,9511155051	0,9046577028	0,9418257619	0,9569337701	0,9531691989	0,9241343995	0,9675526013	0,9755234091	0,8622400854	0,9453841922	0,9212218572
"alr3352"	"Q8YRU1"	"Putative tRNA (cytidine(34)-2'-O)-methyltransferase "	1,0576516061	2	2	0		0		0	0,2172810079	-0,1787033291	0,0518238935	0,0881062469	0,0464582817	0,1076125811	0,1171275643	0,1259271734	0,3698545967	0,0550627975	-0,1295828751	0,3027686298	-1,0818996375		-0,2088425252	0,3815794879	0,3890354726	0,3975420393	0,9068245801	0,9056866714	0,9478721679	0,9598231178	0,9641490938	0,9689273596	0,9208760163	0,9513587853	0,9073497336	0,9773805375	0,9663547401	0,9212301042	0,8454217844		0,9669979679	0,9620566473	0,8943931461	0,8522150111
